method,seed_index,slot,time_avg_delay,time_avg_energy_raw,time_avg_energy_scaled,time_avg_fidelity
greedy,0,53,4964.96288842,6.399647617903e-01,0.63996476,0.63527993
greedy,0,54,4940.73359491,6.405397245610e-01,0.64053972,0.63470988
greedy,0,55,4923.40010954,6.430954492462e-01,0.64309545,0.63471052
greedy,0,56,4918.1361553,6.439595966880e-01,0.6439596,0.63474958
greedy,0,57,4879.96037622,6.432770213965e-01,0.64327702,0.63478509
greedy,0,58,4885.54037506,6.444675305498e-01,0.64446753,0.63475161
greedy,0,59,4842.60564743,6.423836336275e-01,0.64238363,0.63443608
greedy,0,60,4833.28217311,6.421868545903e-01,0.64218685,0.63478038
greedy,0,61,4838.86142243,6.426487596037e-01,0.64264876,0.6348362
greedy,0,62,4916.7290818,6.393180382544e-01,0.63931804,0.63524984
greedy,0,63,4930.47029629,6.421905857850e-01,0.64219059,0.63554623
greedy,0,64,4957.34447652,6.418544814421e-01,0.64185448,0.63554453
greedy,0,65,4921.22228359,6.403283865668e-01,0.64032839,0.63516203
greedy,0,66,4902.75266182,6.383697608451e-01,0.63836976,0.63541037
greedy,0,67,4884.50171333,6.389152552986e-01,0.63891526,0.63569484
greedy,0,68,4870.32342322,6.387764000555e-01,0.6387764,0.63545584
greedy,0,69,4907.65567307,6.416717434030e-01,0.64167174,0.63553753
greedy,0,70,4938.3372184,6.428299386318e-01,0.64282994,0.63553061
greedy,0,71,4980.97311262,6.484322559954e-01,0.64843226,0.6350963
greedy,0,72,5001.74630147,6.483469453660e-01,0.64834695,0.63480687
greedy,0,73,4978.78724068,6.495428351899e-01,0.64954284,0.63436008
greedy,0,74,4969.54258349,6.495517571525e-01,0.64955176,0.63469982
greedy,0,75,4965.50593797,6.499876542025e-01,0.64998765,0.63489894
greedy,0,76,4961.25044169,6.536569364066e-01,0.65365694,0.63504439
greedy,0,77,4967.38747855,6.524742927191e-01,0.65247429,0.63510954
greedy,0,78,4963.83940035,6.537930497677e-01,0.65379305,0.63530295
greedy,0,79,5022.37855338,6.544716055197e-01,0.65447161,0.63570642
greedy,0,80,5013.07321148,6.532954640669e-01,0.65329546,0.63557561
greedy,0,81,4982.69892144,6.527565897886e-01,0.65275659,0.63530575
greedy,0,82,4995.73034268,6.517865803923e-01,0.65178658,0.63534148
greedy,0,83,5026.11478238,6.503756418629e-01,0.65037564,0.63540551
greedy,0,84,5018.92718427,6.497188528127e-01,0.64971885,0.63548605
greedy,0,85,5032.50493978,6.509428943091e-01,0.65094289,0.63537598
greedy,0,86,5062.29565948,6.500923508104e-01,0.65009235,0.63542955
greedy,0,87,5044.85288741,6.522888201268e-01,0.65228882,0.63563881
greedy,0,88,5053.34434174,6.494316934856e-01,0.64943169,0.63560688
greedy,0,89,5055.95477793,6.492187027495e-01,0.6492187,0.6355292
greedy,0,90,5105.39159299,6.470427984817e-01,0.6470428,0.63544774
greedy,0,91,5081.02799794,6.476980506535e-01,0.64769805,0.63526114
greedy,0,92,5101.2869491,6.455299393965e-01,0.64552994,0.6353052
greedy,0,93,5099.46580754,6.471613888151e-01,0.64716139,0.63531175
greedy,0,94,5082.96960944,6.454230377168e-01,0.64542304,0.63538903
greedy,0,95,5110.05246846,6.486462873107e-01,0.64864629,0.63532444
greedy,0,96,5097.04567279,6.482132146496e-01,0.64821321,0.63477995
greedy,0,97,5075.36576879,6.475744833718e-01,0.64757448,0.63451084
greedy,0,98,5069.69708228,6.487237058068e-01,0.64872371,0.63416859
greedy,0,99,5065.08919377,6.510936205636e-01,0.65109362,0.63431365
greedy,0,100,5055.68365896,6.503612046047e-01,0.6503612,0.63427667
greedy,0,101,5051.84199119,6.501364380649e-01,0.65013644,0.63402822
greedy,0,102,5039.53721196,6.516225682995e-01,0.65162257,0.6340984
greedy,0,103,5051.60930181,6.515686170816e-01,0.65156862,0.63411984
greedy,0,104,5035.80534485,6.500111806475e-01,0.65001118,0.63403628
greedy,0,105,5032.34877321,6.505718066572e-01,0.65057181,0.6339744
greedy,0,106,5081.51695345,6.493962220254e-01,0.64939622,0.63385543
greedy,0,107,5067.30935852,6.497060165587e-01,0.64970602,0.63404261
greedy,0,108,5068.52261679,6.479165239911e-01,0.64791652,0.63419003
greedy,0,109,5101.59976818,6.487559556525e-01,0.64875596,0.63405226
greedy,0,110,5145.08450467,6.478407210095e-01,0.64784072,0.63405332
greedy,0,111,5133.84463509,6.475522356818e-01,0.64755224,0.63393822
greedy,0,112,5130.22693711,6.457918066717e-01,0.64579181,0.63383588
greedy,0,113,5142.49260668,6.459921497580e-01,0.64599215,0.63389994
greedy,0,114,5163.54927135,6.452721200289e-01,0.64527212,0.63405435
greedy,0,115,5186.00330465,6.449496272824e-01,0.64494963,0.63397084
greedy,0,116,5179.41044383,6.470853230185e-01,0.64708532,0.63407436
greedy,0,117,5180.99257785,6.492906434754e-01,0.64929064,0.63401113
greedy,0,118,5215.21291639,6.494754659547e-01,0.64947547,0.63387869
greedy,0,119,5198.52398512,6.514005107963e-01,0.65140051,0.633891
greedy,0,120,5183.48419846,6.501191413889e-01,0.65011914,0.63369945
greedy,0,121,5199.34906607,6.510866846392e-01,0.65108668,0.63364546
greedy,0,122,5193.23231378,6.501116433409e-01,0.65011164,0.63367048
greedy,0,123,5202.08970352,6.513273990942e-01,0.6513274,0.63380433
greedy,0,124,5216.27632589,6.492697766369e-01,0.64926978,0.63378467
greedy,0,125,5207.08039675,6.508490318741e-01,0.65084903,0.63367532
greedy,0,126,5219.22312263,6.501907544143e-01,0.65019075,0.63372132
greedy,0,127,5201.97100784,6.509566289593e-01,0.65095663,0.63386456
greedy,0,128,5192.79535021,6.490191184016e-01,0.64901912,0.6334303
greedy,0,129,5172.38581507,6.485771908767e-01,0.64857719,0.63346117
greedy,0,130,5164.17242548,6.484817512522e-01,0.64848175,0.63358076
greedy,0,131,5153.91065575,6.490681159823e-01,0.64906812,0.63364897
greedy,0,132,5146.05948355,6.478262931989e-01,0.64782629,0.63371148
greedy,0,133,5128.6038956,6.478398431374e-01,0.64783984,0.6337066
greedy,0,134,5113.07266332,6.458003046656e-01,0.6458003,0.63353314
greedy,0,135,5094.1579205,6.456998175208e-01,0.64569982,0.63356684
greedy,0,136,5078.02563011,6.443776186798e-01,0.64437762,0.63362409
greedy,0,137,5064.5642873,6.435652163241e-01,0.64356522,0.63354441
greedy,0,138,5076.60375595,6.436105763890e-01,0.64361058,0.63367374
greedy,0,139,5092.22260827,6.435346629798e-01,0.64353466,0.63361136
greedy,0,140,5088.47551988,6.460046959309e-01,0.6460047,0.63357845
greedy,0,141,5101.36901352,6.458180585843e-01,0.64581806,0.63372412
greedy,0,142,5098.9971247,6.463005928067e-01,0.64630059,0.63387989
greedy,0,143,5140.51267806,6.452354243862e-01,0.64523542,0.6342089
greedy,0,144,5157.56873022,6.465958666785e-01,0.64659587,0.63436324
greedy,0,145,5173.31092303,6.457406121873e-01,0.64574061,0.63440017
greedy,0,146,5178.87538162,6.475530941709e-01,0.64755309,0.634476
greedy,0,147,5200.24538026,6.473748786823e-01,0.64737488,0.63455893
greedy,0,148,5185.4237008,6.459101165676e-01,0.64591012,0.63424197
greedy,0,149,5176.63285004,6.465970159162e-01,0.64659702,0.63446342
greedy,0,150,5183.20007139,6.449912337236e-01,0.64499123,0.63421647
greedy,0,151,5169.45962499,6.448966301650e-01,0.64489663,0.63405556
greedy,0,152,5164.57886449,6.467857073861e-01,0.64678571,0.63374933
greedy,0,153,5192.49010748,6.467753197546e-01,0.64677532,0.63372088
greedy,0,154,5178.88562546,6.467197983177e-01,0.6467198,0.63361292
greedy,0,155,5180.46013642,6.469949038330e-01,0.6469949,0.63369752
greedy,0,156,5167.46870994,6.463968548643e-01,0.64639685,0.63378498
greedy,0,157,5165.01725469,6.480265604451e-01,0.64802656,0.63373305
greedy,0,158,5183.70813231,6.492378193422e-01,0.64923782,0.63384289
greedy,0,159,5183.84337529,6.505157740882e-01,0.65051577,0.6340147
greedy,0,160,5170.59199334,6.503263696551e-01,0.65032637,0.63396065
greedy,0,161,5180.88039849,6.500842103668e-01,0.65008421,0.63399136
greedy,0,162,5183.04233253,6.505555895733e-01,0.65055559,0.63417971
greedy,0,163,5187.71398204,6.502202689918e-01,0.65022027,0.63420019
greedy,0,164,5176.55460617,6.508477652744e-01,0.65084777,0.63427257
greedy,0,165,5164.94258299,6.501437200358e-01,0.65014372,0.63437742
greedy,0,166,5168.74120782,6.506195038461e-01,0.6506195,0.63448573
greedy,0,167,5165.46314354,6.514540486141e-01,0.65145405,0.63475891
greedy,0,168,5165.79563268,6.509687767157e-01,0.65096878,0.63498437
greedy,0,169,5151.99501758,6.513901078305e-01,0.65139011,0.63490613
greedy,0,170,5152.60930269,6.507560018434e-01,0.650756,0.6349331
greedy,0,171,5154.55576736,6.508562580784e-01,0.65085626,0.63487083
greedy,0,172,5159.7052516,6.504362296304e-01,0.65043623,0.63505904
greedy,0,173,5153.84020747,6.505764668481e-01,0.65057647,0.63512758
greedy,0,174,5149.77798942,6.498992745579e-01,0.64989927,0.6350584
greedy,0,175,5161.34266473,6.502728374542e-01,0.65027284,0.63517294
greedy,0,176,5165.01708365,6.503134150627e-01,0.65031342,0.63523686
greedy,0,177,5191.49879935,6.513371488427e-01,0.65133715,0.63519909
greedy,0,178,5200.92686228,6.502221877667e-01,0.65022219,0.63529503
greedy,0,179,5210.96109281,6.503668391529e-01,0.65036684,0.63534105
greedy,0,180,5207.86382953,6.491544567146e-01,0.64915446,0.63535603
greedy,0,181,5195.66369459,6.492229434147e-01,0.64922294,0.63528649
greedy,0,182,5203.98358661,6.497504033467e-01,0.6497504,0.63525133
greedy,0,183,5206.30053898,6.491564188392e-01,0.64915642,0.63535094
greedy,0,184,5195.90899813,6.484077158495e-01,0.64840772,0.63535023
greedy,0,185,5178.45948882,6.472558735870e-01,0.64725587,0.63516527
greedy,0,186,5166.20916443,6.465963244744e-01,0.64659632,0.63528648
greedy,0,187,5187.37880834,6.465174837162e-01,0.64651748,0.63538712
greedy,0,188,5181.1201073,6.460288678277e-01,0.64602887,0.63548841
greedy,0,189,5192.09191564,6.463858192968e-01,0.64638582,0.63549553
greedy,0,190,5194.30735848,6.466805476312e-01,0.64668055,0.63565047
greedy,0,191,5190.05061543,6.477753945133e-01,0.64777539,0.63560173
greedy,0,192,5185.93925919,6.487046798064e-01,0.64870468,0.63562721
greedy,0,193,5175.88717226,6.487108127991e-01,0.64871081,0.63545544
greedy,0,194,5168.04454204,6.490958796679e-01,0.64909588,0.63536266
greedy,0,195,5152.82290722,6.489277300614e-01,0.64892773,0.63547779
greedy,0,196,5142.76663317,6.492041728594e-01,0.64920417,0.63559469
greedy,0,197,5140.50486701,6.483036099254e-01,0.64830361,0.63570913
greedy,0,198,5138.14640712,6.470392387703e-01,0.64703924,0.63550639
greedy,0,199,5137.42076494,6.464385628134e-01,0.64643856,0.6356653
greedy,0,200,5135.31540662,6.455415859292e-01,0.64554159,0.63566906
greedy,0,201,5130.530648,6.450917099547e-01,0.64509171,0.63563224
greedy,0,202,5138.08179858,6.443505858678e-01,0.64435059,0.6355334
greedy,0,203,5147.68611175,6.441327423880e-01,0.64413274,0.63572333
greedy,0,204,5144.74493253,6.430512232806e-01,0.64305122,0.6357012
greedy,0,205,5158.41661273,6.433600717971e-01,0.64336007,0.63582724
greedy,0,206,5149.25523443,6.428558578414e-01,0.64285586,0.63588386
greedy,0,207,5137.81539287,6.420630472598e-01,0.64206305,0.63578246
greedy,0,208,5126.02521268,6.419507192445e-01,0.64195072,0.6359663
greedy,0,209,5119.07750704,6.413096432622e-01,0.64130964,0.63615022
greedy,0,210,5109.25503766,6.415087338522e-01,0.64150873,0.63620996
greedy,0,211,5129.58599967,6.412342244413e-01,0.64123422,0.63638482
greedy,0,212,5123.08329977,6.416304492016e-01,0.64163045,0.63637496
greedy,0,213,5114.29555275,6.411051036075e-01,0.6411051,0.63626758
greedy,0,214,5121.3453181,6.408430609318e-01,0.64084306,0.63649533
greedy,0,215,5116.86846125,6.402526363494e-01,0.64025264,0.63656832
greedy,0,216,5118.10568574,6.409626606010e-01,0.64096266,0.63655474
greedy,0,217,5113.56605561,6.400453078412e-01,0.64004531,0.63653816
greedy,0,218,5110.96049396,6.404328548694e-01,0.64043285,0.63665415
greedy,0,219,5103.72172339,6.403250614076e-01,0.64032506,0.63680489
greedy,0,220,5105.62809577,6.401012937513e-01,0.64010129,0.63689573
greedy,0,221,5100.82186928,6.405959049340e-01,0.6405959,0.63691888
greedy,0,222,5110.67252074,6.412770663482e-01,0.64127707,0.63678049
greedy,0,223,5116.50579079,6.410464174636e-01,0.64104642,0.63678013
greedy,0,224,5106.58461178,6.404821786657e-01,0.64048218,0.6368295
greedy,0,225,5111.70208439,6.415113560676e-01,0.64151136,0.63692367
greedy,0,226,5119.74493618,6.410829115399e-01,0.64108291,0.63696403
greedy,0,227,5110.9733005,6.409416479277e-01,0.64094165,0.63707262
greedy,0,228,5107.02130145,6.417357741719e-01,0.64173577,0.63729472
greedy,0,229,5103.56843594,6.418281557355e-01,0.64182816,0.63758036
greedy,0,230,5102.4888552,6.420846606217e-01,0.64208466,0.63786487
greedy,0,231,5099.09453875,6.424061262132e-01,0.64240613,0.63806583
greedy,0,232,5111.45837906,6.418570382717e-01,0.64185704,0.63829922
greedy,0,233,5114.03058091,6.428534443577e-01,0.64285344,0.63840435
greedy,0,234,5116.32609196,6.440072127044e-01,0.64400721,0.63852379
greedy,0,235,5126.25558051,6.442670560713e-01,0.64426706,0.63868694
greedy,0,236,5129.91477677,6.445400334423e-01,0.64454003,0.63874839
greedy,0,237,5144.40631407,6.441049338743e-01,0.64410493,0.63882632
greedy,0,238,5136.25276306,6.436098974004e-01,0.6436099,0.63877833
greedy,0,239,5131.35133212,6.447985909192e-01,0.64479859,0.63883432
greedy,0,240,5132.07145053,6.445594737637e-01,0.64455947,0.63880177
greedy,0,241,5132.13729297,6.446645495705e-01,0.64466455,0.63881278
greedy,0,242,5133.60222833,6.445116512861e-01,0.64451165,0.63881819
greedy,0,243,5127.54385375,6.446571834305e-01,0.64465718,0.63882057
greedy,0,244,5137.27790547,6.452110703203e-01,0.64521107,0.63879685
greedy,0,245,5146.62233188,6.462394701362e-01,0.64623947,0.63886059
greedy,0,246,5145.1152862,6.459860934235e-01,0.64598609,0.63894449
greedy,0,247,5151.30907288,6.461167095934e-01,0.64611671,0.63893035
greedy,0,248,5142.69462922,6.454765295744e-01,0.64547653,0.63891023
greedy,0,249,5139.35851556,6.466727535322e-01,0.64667275,0.6390632
greedy,0,250,5141.91271458,6.473123731169e-01,0.64731237,0.63911692
greedy,0,251,5138.77867164,6.469336373024e-01,0.64693364,0.63917781
greedy,0,252,5132.85601992,6.466936119397e-01,0.64669361,0.63929364
greedy,0,253,5127.35303358,6.466451094722e-01,0.64664511,0.63933962
greedy,0,254,5122.00977368,6.470909486021e-01,0.64709095,0.63962586
greedy,0,255,5113.08957993,6.465716601159e-01,0.64657166,0.63968761
greedy,0,256,5112.72880331,6.467551373074e-01,0.64675514,0.63971263
greedy,0,257,5112.2753783,6.464797839867e-01,0.64647978,0.63965049
greedy,0,258,5103.1136395,6.465521126479e-01,0.64655211,0.63974485
greedy,0,259,5104.65670874,6.462434221563e-01,0.64624342,0.63986838
greedy,0,260,5117.90410987,6.463085423940e-01,0.64630854,0.63991227
greedy,0,261,5111.31118682,6.458954863924e-01,0.64589549,0.63994616
greedy,0,262,5126.84000681,6.467954792175e-01,0.64679548,0.63998264
greedy,0,263,5119.30446455,6.461070091379e-01,0.64610701,0.64010637
greedy,0,264,5110.49944459,6.457985668247e-01,0.64579857,0.64021086
greedy,0,265,5116.24164576,6.452570396681e-01,0.64525704,0.6403259
greedy,0,266,5116.59219503,6.459442619232e-01,0.64594426,0.6404196
greedy,0,267,5105.52659725,6.451146837369e-01,0.64511468,0.64037866
greedy,0,268,5098.7215108,6.445259334200e-01,0.64452593,0.64051698
greedy,0,269,5096.48710226,6.445987517456e-01,0.64459875,0.64066447
greedy,0,270,5086.87890426,6.441451734409e-01,0.64414517,0.64070078
greedy,0,271,5080.98158124,6.443581523421e-01,0.64435815,0.64084904
greedy,0,272,5073.64308903,6.442205009545e-01,0.6442205,0.64099721
greedy,0,273,5072.47813812,6.436400604748e-01,0.64364006,0.64102716
greedy,0,274,5076.36629576,6.440923337988e-01,0.64409233,0.64112151
greedy,0,275,5072.44861549,6.441366188616e-01,0.64413662,0.64118546
greedy,0,276,5063.97341839,6.439652572962e-01,0.64396526,0.64127249
greedy,0,277,5067.39674316,6.435544018801e-01,0.6435544,0.64130593
greedy,0,278,5063.56653184,6.450326925016e-01,0.64503269,0.64139042
greedy,0,279,5065.88897816,6.447528162012e-01,0.64475282,0.64153053
greedy,0,280,5054.30110461,6.438132815999e-01,0.64381328,0.64147328
greedy,0,281,5046.6073165,6.432608152344e-01,0.64326082,0.64156903
greedy,0,282,5047.22916084,6.434423631290e-01,0.64344236,0.64171262
greedy,0,283,5038.70511309,6.430027439389e-01,0.64300274,0.64187318
greedy,0,284,5031.66174995,6.431596314165e-01,0.64315963,0.64196598
greedy,0,285,5025.84785632,6.432010668257e-01,0.64320107,0.64208707
greedy,0,286,5017.69200213,6.426639395462e-01,0.64266394,0.64224597
greedy,0,287,5015.43219014,6.436075153679e-01,0.64360752,0.64237382
greedy,0,288,5026.37664836,6.430136726900e-01,0.64301367,0.64243302
greedy,0,289,5022.5756433,6.434839418150e-01,0.64348394,0.64254819
greedy,0,290,5020.91129845,6.436341453083e-01,0.64363415,0.64265969
greedy,0,291,5013.65314925,6.432952178494e-01,0.64329522,0.6427503
greedy,0,292,5005.21223826,6.426456130562e-01,0.64264561,0.64270864
greedy,0,293,5000.11181021,6.433748015940e-01,0.6433748,0.64272492
greedy,0,294,5008.40929938,6.427034788521e-01,0.64270348,0.64279809
greedy,0,295,5012.57530336,6.432584739665e-01,0.64325847,0.64289215
greedy,0,296,5018.29606084,6.423467463882e-01,0.64234675,0.64297244
greedy,0,297,5016.89362484,6.425547557700e-01,0.64255476,0.6430522
greedy,0,298,5010.33669457,6.422102235374e-01,0.64221022,0.64309191
greedy,0,299,5004.26939357,6.422863216162e-01,0.64228632,0.64315527
greedy,0,300,5005.72017293,6.421783875317e-01,0.64217839,0.64325323
greedy,0,301,5004.95654613,6.423842826530e-01,0.64238428,0.64334996
greedy,0,302,5005.78379882,6.420109243470e-01,0.64201092,0.64335929
greedy,0,303,4998.94860765,6.421551624629e-01,0.64215516,0.64339803
greedy,0,304,5011.70650705,6.427759304358e-01,0.64277593,0.6434874
greedy,0,305,5028.63729655,6.425953951164e-01,0.6425954,0.64357711
greedy,0,306,5024.43784802,6.422988079425e-01,0.64229881,0.64372527
greedy,0,307,5042.49158319,6.420248954738e-01,0.6420249,0.64383506
greedy,0,308,5043.16512898,6.418422816019e-01,0.64184228,0.64394198
greedy,0,309,5033.58617899,6.412950779294e-01,0.64129508,0.64399418
greedy,0,310,5041.60777923,6.412128100559e-01,0.64121281,0.64406125
greedy,0,311,5048.85989966,6.406401303881e-01,0.64064013,0.64416088
greedy,0,312,5051.43425615,6.408316638412e-01,0.64083166,0.64424045
greedy,0,313,5052.83653507,6.407689416875e-01,0.64076894,0.64425731
greedy,0,314,5047.91277576,6.408819959357e-01,0.640882,0.64430205
greedy,0,315,5042.73741687,6.410503680590e-01,0.64105037,0.64427461
greedy,0,316,5048.88303099,6.410848568256e-01,0.64108486,0.64433437
greedy,0,317,5062.46015044,6.410486069198e-01,0.64104861,0.6444568
greedy,0,318,5073.64186656,6.410914274946e-01,0.64109143,0.64455582
greedy,0,319,5066.20397539,6.406272601726e-01,0.64062726,0.64466073
greedy,0,320,5062.41943561,6.408970020168e-01,0.640897,0.64479896
greedy,0,321,5056.28291604,6.410078728092e-01,0.64100787,0.64492988
greedy,0,322,5056.36074603,6.417150011980e-01,0.641715,0.64500122
greedy,0,323,5071.62208429,6.412860164135e-01,0.64128602,0.64501367
greedy,0,324,5073.19995857,6.419509795802e-01,0.64195098,0.64504145
greedy,0,325,5076.61427141,6.412876239130e-01,0.64128762,0.64501744
greedy,0,326,5071.77347157,6.413218585297e-01,0.64132186,0.64503713
greedy,0,327,5071.28879663,6.409617283970e-01,0.64096173,0.6449622
greedy,0,328,5080.08676316,6.411799002389e-01,0.6411799,0.64503411
greedy,0,329,5082.68886617,6.412683351705e-01,0.64126834,0.64509663
greedy,0,330,5091.20841247,6.408950542947e-01,0.64089505,0.64512428
greedy,0,331,5087.80427859,6.413687788245e-01,0.64136878,0.64513099
greedy,0,332,5093.95440834,6.420011426562e-01,0.64200114,0.64513585
greedy,0,333,5088.78720478,6.414625347299e-01,0.64146253,0.64505289
greedy,0,334,5082.59504959,6.415293851763e-01,0.64152939,0.64497489
greedy,0,335,5078.37888275,6.412593636123e-01,0.64125936,0.6450238
greedy,0,336,5074.29836585,6.413152149857e-01,0.64131521,0.64496181
greedy,0,337,5067.27237842,6.413127563005e-01,0.64131276,0.64499947
greedy,0,338,5062.94215748,6.415151026990e-01,0.6415151,0.64506393
greedy,0,339,5071.9514602,6.412517237006e-01,0.64125172,0.64506027
greedy,0,340,5070.72091765,6.420183953345e-01,0.6420184,0.6451542
greedy,0,341,5068.74193244,6.418237825961e-01,0.64182378,0.64518229
greedy,0,342,5062.87669964,6.419037608133e-01,0.64190376,0.64526393
greedy,0,343,5061.3693835,6.414944116402e-01,0.64149441,0.64531678
greedy,0,344,5054.30812673,6.412207598851e-01,0.64122076,0.64533204
greedy,0,345,5059.62627216,6.414579558812e-01,0.64145796,0.64536612
greedy,0,346,5059.23429564,6.416048972621e-01,0.6416049,0.64545776
greedy,0,347,5055.57966187,6.420012152503e-01,0.64200122,0.64555793
greedy,0,348,5062.10278214,6.415234598618e-01,0.64152346,0.64566683
greedy,0,349,5059.77899151,6.426568576388e-01,0.64265686,0.64572524
greedy,0,350,5056.1235657,6.426494181620e-01,0.64264942,0.64582659
greedy,0,351,5051.44664037,6.424384946837e-01,0.64243849,0.64584265
greedy,0,352,5065.34585943,6.422390966997e-01,0.6422391,0.64587276
greedy,0,353,5059.0608805,6.417487932558e-01,0.64174879,0.64583307
greedy,0,354,5052.86061002,6.418941158729e-01,0.64189412,0.64575864
greedy,0,355,5062.73407022,6.416670078354e-01,0.64166701,0.64582891
greedy,0,356,5056.97614419,6.414398853369e-01,0.64143989,0.64589835
greedy,0,357,5054.12947959,6.416641886361e-01,0.64166419,0.64603194
greedy,0,358,5051.4766202,6.420411541171e-01,0.64204115,0.64616401
greedy,0,359,5055.20582501,6.414814161131e-01,0.64148142,0.64624408
greedy,0,360,5051.75945019,6.409972347191e-01,0.64099723,0.6463246
greedy,0,361,5046.01147093,6.411454661441e-01,0.64114547,0.64647631
greedy,0,362,5043.66852035,6.417626799165e-01,0.64176268,0.6465963
greedy,0,363,5041.95545055,6.416352474291e-01,0.64163525,0.64669375
greedy,0,364,5048.22388967,6.421048846190e-01,0.64210488,0.64671522
greedy,0,365,5045.85033794,6.421528172551e-01,0.64215282,0.64672166
greedy,0,366,5067.15885182,6.424862197409e-01,0.64248622,0.64671711
greedy,0,367,5062.17969618,6.425702116763e-01,0.64257021,0.64675785
greedy,0,368,5060.28699034,6.429051172138e-01,0.64290512,0.64687389
greedy,0,369,5071.33681287,6.427652509622e-01,0.64276525,0.64697214
greedy,0,370,5065.89501993,6.432774536235e-01,0.64327745,0.64695591
greedy,0,371,5065.38149708,6.440966713534e-01,0.64409667,0.64690082
greedy,0,372,5060.05499859,6.438085909051e-01,0.64380859,0.64675773
greedy,0,373,5058.85183577,6.438390725729e-01,0.64383907,0.64671579
greedy,0,374,5054.50358509,6.437963110076e-01,0.64379631,0.64677986
greedy,0,375,5054.90223495,6.440257785167e-01,0.64402578,0.64687195
greedy,0,376,5063.18099994,6.437011238144e-01,0.64370112,0.64686598
greedy,0,377,5062.41382455,6.443345217711e-01,0.64433452,0.64676994
greedy,0,378,5058.34851374,6.450641569348e-01,0.64506416,0.64675271
greedy,0,379,5058.90490061,6.449247914676e-01,0.64492479,0.64674747
greedy,0,380,5054.83956775,6.453667476023e-01,0.64536675,0.64666673
greedy,0,381,5050.4790924,6.450688888539e-01,0.64506889,0.6466853
greedy,0,382,5052.03533825,6.458506479761e-01,0.64585065,0.64666759
greedy,0,383,5046.16418264,6.453753110140e-01,0.64537531,0.64666136
greedy,0,384,5043.02580936,6.459298789158e-01,0.64592988,0.64659065
greedy,0,385,5037.65713677,6.454826074068e-01,0.64548261,0.64649651
greedy,0,386,5029.71246088,6.452529374754e-01,0.64525294,0.64649997
greedy,0,387,5029.88505094,6.452171191739e-01,0.64521712,0.64649086
greedy,0,388,5029.73277634,6.452566739858e-01,0.64525667,0.64645785
greedy,0,389,5031.77994279,6.452622167702e-01,0.64526222,0.64638904
greedy,0,390,5028.59852626,6.454771939413e-01,0.64547719,0.64637704
greedy,0,391,5027.90029714,6.453228279291e-01,0.64532283,0.6463509
greedy,0,392,5027.30179555,6.451057070040e-01,0.64510571,0.64631996
greedy,0,393,5023.52808288,6.448760559830e-01,0.64487606,0.64632255
greedy,0,394,5026.16476804,6.449116857630e-01,0.64491169,0.64631836
greedy,0,395,5022.01934324,6.446137682558e-01,0.64461377,0.64625151
greedy,0,396,5020.53913005,6.450571049754e-01,0.6450571,0.64617776
greedy,0,397,5016.71852699,6.448310784208e-01,0.64483108,0.64614311
greedy,0,398,5017.80368698,6.449939185383e-01,0.64499392,0.64609673
greedy,0,399,5018.40419993,6.447066920743e-01,0.64470669,0.646078
greedy,0,400,5013.57261013,6.445075848881e-01,0.64450758,0.64602747
greedy,0,401,5011.1212276,6.441698157254e-01,0.64416982,0.64598703
greedy,0,402,5008.21529056,6.443087223004e-01,0.64430872,0.64597683
greedy,0,403,5004.4706003,6.440625482407e-01,0.64406255,0.64599653
greedy,0,404,5004.75071702,6.443476186196e-01,0.64434762,0.64597721
greedy,0,405,4998.25248777,6.437836244124e-01,0.64378362,0.64597137
greedy,0,406,5003.30701364,6.442095533178e-01,0.64420955,0.64597621
greedy,0,407,5006.18393338,6.436759226205e-01,0.64367592,0.6459675
greedy,0,408,5002.49632623,6.436545495782e-01,0.64365455,0.64597836
greedy,0,409,5001.01823966,6.444970518727e-01,0.64449705,0.64600242
greedy,0,410,4996.05185967,6.443777680553e-01,0.64437777,0.64594149
greedy,0,411,4998.70864492,6.440602009273e-01,0.6440602,0.64587291
greedy,0,412,5002.17061894,6.434786353482e-01,0.64347864,0.64590023
greedy,0,413,5000.06724251,6.435545563875e-01,0.64355456,0.64588886
greedy,0,414,5006.0763781,6.435302991272e-01,0.6435303,0.64587279
greedy,0,415,5004.40408569,6.440626799201e-01,0.64406268,0.64582012
greedy,0,416,5000.64626788,6.436982539101e-01,0.64369825,0.64574942
greedy,0,417,4996.7340607,6.434263898623e-01,0.64342639,0.64577573
greedy,0,418,4992.8132345,6.433612362359e-01,0.64336124,0.64585599
greedy,0,419,4991.60024529,6.432373835049e-01,0.64323738,0.64580115
greedy,0,420,5002.75462389,6.430791389944e-01,0.64307914,0.64577168
greedy,0,421,4998.28266538,6.427179358035e-01,0.64271794,0.64583841
greedy,0,422,5002.86878067,6.429606674811e-01,0.64296067,0.64586732
greedy,0,423,5007.51891291,6.426954922119e-01,0.64269549,0.64590202
greedy,0,424,5000.40212913,6.422911351437e-01,0.64229114,0.6458414
greedy,0,425,4995.98049383,6.422656005752e-01,0.6422656,0.64592852
greedy,0,426,4989.76251757,6.420876941101e-01,0.64208769,0.64601177
greedy,0,427,4987.23807499,6.419413404353e-01,0.64194134,0.64606593
greedy,0,428,4983.36997018,6.422607351259e-01,0.64226074,0.64614566
greedy,0,429,4987.63610789,6.418141040190e-01,0.6418141,0.64619398
